출금계좌일련번호,입금계좌일련번호,출금금융회사일련번호,입금금융회사일련번호,자금구분,거래금액,거래시간대,매체구분,거래일자,이상거래유형,이상거래여부,이상거래설명
9000000000018346,9000000000230259,134,160,0,30000,9,4,20230716,,0,
9000000004234754,9000000004306882,134,159,0,300000,15,4,20230914,,0,
9000000000016084,9000000001437870,134,146,0,30000,9,4,20230910,,0,
9000000000031448,9000000002466427,155,159,0,300000,12,2,20230714,,0,
9000000000031773,9000000002518206,155,133,0,300000,12,2,20230704,,0,
9000000000021128,9000000002125936,145,157,0,30000,9,4,20230720,,0,
9000000000011350,9000000000906075,133,159,0,30000,9,4,20230707,,0,
9000000004240977,9000000004390692,156,160,0,300000,18,2,20230815,,0,
9000000004240730,9000000004387152,155,159,0,30000,12,2,20230803,,0,
9000000000012421,9000000000784813,134,160,0,40000,12,4,20230907,,0,
9000000004235071,9000000004363306,134,121,0,30000,12,4,20230819,,0,
9000000000042520,9000000003808453,159,131,0,40000,15,2,20230917,,0,
9000000000039637,9000000003512905,159,156,0,300000,18,2,20230828,,0,
9000000000005637,9000000000569972,131,159,0,30000,12,4,20230926,,0,
9000000004231257,9000000004288521,133,151,0,300000,18,4,20230718,,0,
9000000000043082,9000000004039111,160,159,0,300000,15,2,20230901,,0,
9000000004236125,9000000004372077,145,156,0,300000,12,4,20230818,,0,
9000000004233020,9000000004344827,134,157,0,6000000,15,2,20230827,,0,
9000000000000453,9000000004205075,120,134,0,30000,9,2,20230726,,0,
9000000000036683,9000000003244787,157,159,0,300000,18,2,20230822,,0,
9000000000020925,9000000002178262,144,155,0,30000,15,4,20230726,,0,
9000000000006943,9000000000682788,132,133,0,300000,9,2,20230728,,0,
9000000000035810,9000000003179224,157,134,0,30000,15,2,20230915,,0,
9000000000005892,9000000000193451,131,156,0,30000,9,4,20230714,,0,
9000000000008269,9000000000851888,133,134,0,30000,15,4,20230810,,0,
9000000004241091,9000000004388915,156,157,0,30000,15,2,20230726,,0,
9000000004228934,9000000004251689,130,159,0,30000,9,4,20230806,,0,
9000000000005949,9000000000620253,131,155,0,30000,9,4,20230822,,0,
9000000004230296,9000000004288526,133,159,0,30000,9,4,20230825,,0,
9000000004241218,9000000004388145,156,134,0,30000,9,2,20230731,,0,
9000000000040870,9000000003448565,159,131,0,40000,9,2,20230912,,0,
9000000000024388,9000000002359244,151,159,0,30000,12,4,20230810,,0,
9000000000015471,9000000001222715,134,152,0,300000,9,4,20230924,,0,
9000000000030984,9000000002604338,155,133,0,30000,12,2,20230718,,0,
9000000000003605,9000000000173717,131,156,0,30000,15,4,20230721,,0,
9000000000035707,9000000002863953,156,159,0,30000,15,2,20230711,,0,
9000000000023576,9000000002312654,151,157,0,300000,0,4,20230829,,0,
9000000004229817,9000000004266668,131,156,0,40000,18,4,20230824,,0,
9000000000010375,9000000000875328,133,156,0,30000,15,4,20230808,,0,
9000000004235649,9000000004287194,134,131,0,300000,9,2,20230916,,0,
9000000000044046,9000000004196764,160,153,0,90000,12,7,20230730,,0,
9000000004242392,9000000004421583,159,134,0,300000,18,2,20230816,,0,
9000000004243188,9000000004417019,159,134,0,30000,12,2,20230806,,0,
9000000000024268,9000000004415397,151,155,0,300000,6,2,20230712,,0,
9000000000042533,9000000003842206,159,155,0,30000,15,2,20230702,,0,
9000000000030142,9000000002498265,155,159,0,10000,9,2,20230806,,0,
9000000004238249,9000000004378299,151,159,0,300000,9,4,20230820,,0,
9000000004233368,9000000004303808,134,157,0,300000,15,4,20230713,,0,
9000000004236001,9000000004371904,145,156,0,40000,15,4,20230723,,0,
9000000000034959,9000000003064346,156,159,0,30000,12,2,20230730,,0,
9000000004231070,9000000004286809,133,156,0,300000,15,4,20230912,,0,
9000000004240023,9000000004249686,152,160,0,300000,15,2,20230820,,0,
9000000004240048,9000000004378059,152,155,0,30000,18,2,20230827,,0,
9000000000022038,9000000003408741,147,155,0,300000,15,4,20230908,,0,
9000000000038391,9000000001077357,159,156,0,30000,9,2,20230906,,0,
9000000004230974,9000000004294323,133,157,0,30000,9,4,20230805,,0,
9000000004242180,9000000004409863,157,159,0,30000,9,2,20230715,,0,
9000000004240046,9000000004378059,152,155,0,300000,9,2,20230720,,0,
9000000000039842,9000000003594881,159,131,0,300000,15,2,20230708,,0,
9000000000009121,9000000003818615,133,131,0,300000,12,4,20230825,,0,
9000000004300123,9000000004411741,157,155,0,30000,15,2,20230914,,0,
9000000004242719,9000000004415857,159,160,0,30000,15,2,20230716,,0,
9000000004240573,9000000004393765,155,156,0,300000,15,4,20230908,,0,
9000000004228851,9000000004256981,129,131,0,30000,9,6,20230808,,0,
9000000000020737,9000000000154934,135,134,0,30000,15,4,20230822,,0,
9000000000037323,9000000003129266,157,116,0,300000,12,2,20230907,,0,
9000000000011473,9000000001052133,133,151,0,300000,9,4,20230806,,0,
9000000000032260,9000000002557631,155,159,0,30000,12,2,20230816,,0,
9000000000038603,9000000001416635,159,157,0,30000,12,2,20230924,,0,
9000000004235861,9000000004251690,135,151,0,300000,9,4,20230710,,0,
9000000000004402,9000000000350816,131,156,0,30000,15,4,20230716,,0,
9000000004236074,9000000004371672,145,131,0,300000,12,4,20230829,,0,
9000000004243529,9000000004438886,160,156,0,300000,15,2,20230704,,0,
9000000000030851,9000000002562949,155,159,0,30000,15,2,20230731,,0,
9000000004229383,9000000004259541,131,159,0,30000,15,4,20230726,,0,
9000000000022329,9000000002315597,150,159,0,40000,9,4,20230714,,0,
9000000000007751,9000000000740503,133,157,0,300000,9,4,20230911,,0,
9000000004233945,9000000004304724,134,155,0,30000,12,4,20230809,,0,
9000000004237469,9000000004365300,151,147,0,1000000,12,2,20230806,,0,
9000000004238352,9000000004252796,151,160,0,30000,9,4,20230927,,0,
9000000000017766,9000000001482865,134,156,0,300000,9,2,20230915,,0,
9000000004243626,9000000004451082,160,146,0,90000,12,7,20230814,,0,
