출금계좌일련번호,입금계좌일련번호,출금금융회사일련번호,입금금융회사일련번호,자금구분,거래금액,거래시간대,매체구분,거래일자,이상거래유형,이상거래여부,이상거래설명
9000000004232558,9000000004297579,134,131,0,30000,9,4,20210928,,0,
9000000000014758,9000000001056571,134,155,0,40000,9,2,20210927,,0,
9000000004240556,9000000004387266,155,134,0,300000,15,2,20210917,,0,
9000000004230234,9000000004286770,133,159,0,30000,9,4,20210904,,0,
9000000004229183,9000000004259755,131,159,0,30000,12,4,20210910,,0,
9000000000020125,9000000000250940,134,133,0,30000,6,4,20210911,,0,
9000000004237963,9000000004323221,151,131,0,40000,18,4,20210914,,0,
9000000000005456,9000000000342075,131,130,0,30000,15,4,20210929,,0,
9000000004241976,9000000004409879,157,116,0,300000,15,2,20210921,,0,
9000000004242987,9000000004417327,159,133,0,300000,9,2,20210923,,0,
9000000004234405,9000000004259541,134,159,0,30000,6,4,20210929,,0,
9000000000016798,9000000001249373,134,133,0,300000,9,4,20210920,,0,
9000000004240954,9000000004391236,156,145,0,300000,12,2,20210916,,0,
9000000000017829,9000000001111640,134,159,0,30000,15,2,20210913,,0,
9000000004241230,9000000004388293,156,151,0,300000,15,2,20210906,,0,
9000000000011912,9000000001258343,134,160,0,30000,12,4,20210913,,0,
9000000004243626,9000000004343927,160,131,0,4000,18,7,20210908,,0,
9000000000023733,9000000002218764,151,159,0,5000000,12,3,20210927,,0,
9000000000030652,9000000002742677,155,134,0,300000,15,2,20210908,,0,
9000000004232472,9000000004289558,134,133,0,300000,9,2,20210902,,0,
9000000000007701,9000000000744662,133,156,0,300000,12,4,20210925,,0,
9000000004238053,9000000004378309,151,159,0,40000,15,2,20210928,,0,
9000000000035079,9000000002691032,156,159,0,300000,18,2,20210908,,0,
9000000000043439,9000000003541806,160,156,0,300000,9,2,20210918,,0,
9000000000044046,9000000004192900,160,131,0,100000,12,7,20210929,,0,
9000000004242464,9000000004415662,159,133,0,300000,15,2,20210922,,0,
9000000004241289,9000000004391313,156,160,0,30000,12,2,20210911,,0,
9000000000004276,9000000000629841,131,160,0,30000,15,4,20210925,,0,
9000000000036878,9000000003179282,157,155,0,30000,9,2,20210911,,0,
9000000000011118,9000000001056571,133,155,0,40000,9,4,20210927,,0,
9000000000022375,9000000002280408,150,156,0,1000000,15,4,20210923,,0,
9000000004231101,9000000004286770,133,159,0,40000,15,4,20210914,,0,
9000000004240108,9000000004252796,152,160,0,300000,9,2,20210907,,0,
9000000004242635,9000000004415591,159,131,0,30000,15,2,20210917,,0,
9000000000040394,9000000003748024,159,155,0,300000,9,2,20210912,,0,
9000000000006555,9000000000345259,131,135,0,30000,21,4,20210910,,0,
9000000004229516,9000000004261255,131,160,0,30000,15,4,20210910,,0,
9000000000009063,9000000001126291,133,155,0,30000,15,4,20210906,,0,
9000000000039910,9000000003448755,159,116,0,300000,15,2,20210925,,0,
9000000000001907,9000000002631502,131,159,0,30000,6,2,20210905,,0,
9000000004236229,9000000004371865,146,131,0,300000,21,4,20210925,,0,
9000000004243626,9000000004451138,160,130,0,40000,12,7,20210920,,0,
9000000000001769,9000000000445013,131,155,0,30000,18,4,20210904,,0,
9000000000018725,9000000002340730,134,134,0,4000,9,4,20210902,,0,
9000000000001877,9000000000620253,131,155,0,30000,15,4,20210913,,0,
9000000004229509,9000000004259541,131,159,0,30000,12,4,20210902,,0,
9000000000043299,9000000003907310,160,159,0,300000,15,2,20210907,,0,
9000000004237701,9000000004312365,151,159,0,300000,12,2,20210915,,0,
9000000004243208,9000000004429325,159,159,0,30000,15,2,20210916,,0,
9000000004230843,9000000004294990,133,159,0,30000,9,4,20210906,,0,
9000000004240965,9000000004388725,156,159,0,300000,9,2,20210910,,0,
9000000000041750,9000000003929020,159,131,0,4000,9,2,20210903,,0,
9000000004232333,9000000004325394,134,157,0,40000,9,4,20210904,,0,
9000000000041188,9000000003413580,159,131,0,300000,18,2,20210902,,0,
9000000004240199,9000000004287323,152,123,0,40000,15,2,20210914,,0,
9000000000035202,9000000002896643,156,133,0,30000,18,2,20210916,,0,
9000000004241035,9000000004388725,156,159,0,300000,15,2,20210930,,0,
9000000000034640,9000000002918906,156,160,0,30000,9,2,20210917,,0,
9000000000003963,9000000000589184,131,159,0,30000,15,4,20210916,,0,
9000000004236162,9000000004375549,145,132,0,30000,9,4,20210916,,0,
9000000004236203,9000000004371865,146,131,0,30000,12,4,20210924,,0,
9000000000041011,9000000003597517,159,160,0,40000,18,2,20210911,,0,
9000000000039991,9000000003731170,159,134,0,300000,12,2,20210923,,0,
9000000004229061,9000000004259606,131,150,0,30000,15,4,20210908,,0,
9000000004239196,9000000004250076,151,156,0,300000,9,4,20210905,,0,
9000000000014560,9000000002319023,134,145,0,30000,21,4,20210915,,0,
9000000000014178,9000000000532963,134,160,0,300000,12,4,20210908,,0,
9000000004242370,9000000004415857,159,160,0,300000,9,2,20210918,,0,
9000000004243626,9000000004445557,160,133,0,4000,18,7,20210908,,0,
9000000000021060,9000000002205863,145,157,0,300000,12,4,20210921,,0,
9000000004243319,9000000004432563,160,156,0,300000,9,2,20210905,,0,
9000000004240090,9000000004378059,152,155,0,300000,9,2,20210921,,0,
9000000000039087,9000000003367025,159,155,0,40000,9,2,20210907,,0,
9000000000043738,9000000004175180,160,131,0,300000,12,2,20210903,,0,
9000000004241926,9000000004375104,157,131,0,300000,12,2,20210926,,0,
9000000004231231,9000000004308142,133,159,0,30000,15,4,20210905,,0,
9000000000018941,9000000004371732,134,157,0,300000,6,4,20210916,,0,
9000000004242980,9000000004418389,159,158,0,300000,15,2,20210910,,0,
9000000004233446,9000000004249411,134,135,0,30000,9,4,20210905,,0,
9000000004240202,9000000004378072,152,159,0,30000,18,2,20210921,,0,
9000000000029318,9000000004041481,152,133,0,300000,15,2,20210920,,0,
9000000004232184,9000000004296550,134,131,0,30000,9,4,20210911,,0,
9000000004240543,9000000004387153,155,156,0,300000,12,2,20210903,,0,
9000000000009214,9000000001020973,133,116,0,30000,9,4,20210901,,0,
9000000000012496,9000000001496549,134,157,0,300000,12,4,20210905,,0,
9000000000041136,9000000003454272,159,155,0,30000,9,2,20210920,,0,
9000000004231211,9000000004288029,133,159,0,30000,9,4,20210922,,0,
9000000000028112,9000000004260679,151,159,0,30000,6,4,20210926,,0,
9000000000017028,9000000001133594,134,131,0,30000,9,4,20210905,,0,
9000000004242947,9000000004420939,159,134,0,300000,12,2,20210905,,0,
9000000004241273,9000000004388706,156,159,0,30000,12,2,20210925,,0,
9000000004236137,9000000004375288,145,131,0,300000,15,4,20210913,,0,
9000000004242950,9000000004415654,159,159,0,40000,9,2,20210928,,0,
9000000004240895,9000000004264766,156,160,0,30000,15,2,20210907,,0,
9000000004230345,9000000004247597,133,155,0,300000,9,2,20210924,,0,
9000000004240963,9000000004397935,156,156,0,30000,12,2,20210925,,0,
9000000000036235,9000000002967084,157,160,0,300000,12,2,20210904,,0,
9000000000035449,9000000002779872,156,134,0,300000,15,2,20210921,,0,
9000000004243626,9000000004451025,160,131,0,90000,12,7,20210913,,0,
9000000004232426,9000000004293998,134,131,0,40000,18,4,20210918,,0,
9000000004243626,9000000004451022,160,159,0,100000,12,7,20210901,,0,
9000000004229422,9000000004270693,131,131,0,30000,9,4,20210928,,0,
9000000004231543,9000000004327039,134,159,0,30000,15,4,20210908,,0,
9000000004243626,9000000004451109,160,134,0,300000,12,7,20210921,,0,
9000000004229364,9000000004260455,131,128,0,30000,15,4,20210930,,0,
9000000000025914,9000000000145501,151,159,0,9000,9,4,20210914,,0,
9000000004229631,9000000004260935,131,133,0,30000,15,4,20210902,,0,
9000000000021152,9000000001321301,145,157,0,30000,15,4,20210923,,0,
9000000000026776,9000000004285651,151,159,0,40000,6,4,20210929,,0,
9000000004243626,9000000004451267,160,131,0,100000,12,7,20210922,,0,
9000000004234676,9000000004295165,134,159,0,30000,12,4,20210902,,0,
9000000004236696,9000000004379591,151,157,0,300000,15,2,20210930,,0,
9000000000018881,9000000001490749,134,156,4,40000,9,4,20210915,,0,
9000000000010842,9000000001005098,133,159,0,30000,15,4,20210919,,0,
9000000000034130,9000000003678188,156,157,0,30000,12,2,20210913,,0,
9000000004243626,9000000004451026,160,159,0,90000,12,7,20210904,,0,
9000000000041777,9000000003533261,159,157,0,300000,9,2,20210902,,0,
9000000004231188,9000000004248211,133,103,0,30000,9,4,20210924,,0,
9000000000026448,9000000000898763,151,155,0,300000,6,4,20210926,,0,
9000000000038071,9000000003031833,157,135,0,30000,15,2,20210906,,0,
9000000004233493,9000000004309825,134,157,0,300000,9,4,20210924,,0,
9000000004235359,9000000004296885,134,134,0,30000,15,4,20210913,,0,
9000000000033288,9000000003028720,156,160,0,300000,15,2,20210922,,0,
9000000004230232,9000000004286339,133,150,0,300000,12,4,20210925,,0,
9000000000044046,9000000004192760,160,131,0,90000,12,7,20210912,,0,
9000000004229967,9000000004260432,131,155,0,300000,9,4,20210903,,0,
9000000004234252,9000000004356465,134,156,0,30000,12,4,20210906,,0,
9000000000042792,9000000003605785,160,155,0,300000,15,2,20210923,,0,
9000000004230228,9000000004293776,133,160,0,30000,15,4,20210912,,0,
9000000004242250,9000000004410517,157,131,0,400000,9,2,20210907,,0,
9000000000040716,9000000003399369,159,160,0,30000,15,2,20210902,,0,
9000000004231141,9000000004302300,133,157,0,300000,6,4,20210904,,0,
9000000000016718,9000000001163555,134,159,0,90000,18,4,20210926,,0,
9000000004236153,9000000004356073,145,133,0,300000,18,4,20210922,,0,
9000000000042776,9000000004444726,160,134,0,30000,6,2,20210916,,0,
9000000004241244,9000000004394758,156,131,0,300000,15,2,20210922,,0,
9000000000008204,9000000000850381,133,157,0,30000,9,4,20210911,,0,
9000000004229610,9000000004260248,131,134,0,30000,15,4,20210904,,0,
9000000004243626,9000000004451095,160,157,0,90000,12,7,20210903,,0,
9000000000037857,9000000003031833,157,135,0,300000,15,2,20210905,,0,
9000000004240006,9000000004378072,152,159,0,300000,9,2,20210911,,0,
9000000000035710,9000000002896643,156,133,0,300000,12,2,20210915,,0,
9000000000035603,9000000002929695,156,151,0,40000,9,2,20210921,,0,
9000000004243393,9000000004441880,160,131,0,300000,12,2,20210913,,0,
9000000004243493,9000000004436642,160,135,0,30000,15,2,20210911,,0,
9000000004231928,9000000004317670,134,133,0,300000,12,2,20210917,,0,
9000000004241160,9000000004389066,156,146,0,300000,12,2,20210909,,0,
9000000004243576,9000000004433900,160,132,0,300000,18,2,20210915,,0,
9000000000040618,9000000000044514,159,131,0,40000,9,2,20210929,,0,
9000000004230798,9000000004294914,133,131,0,30000,12,4,20210913,,0,
9000000000014044,9000000000999640,134,159,0,30000,15,4,20210924,,0,
9000000000031845,9000000002929189,155,160,0,300000,15,2,20210926,,0,
9000000000040908,9000000003519087,159,151,0,40000,18,2,20210910,,0,
9000000000042582,9000000004002495,160,157,0,30000,12,2,20210906,,0,
9000000000041664,9000000001016943,159,157,0,300000,9,2,20210926,,0,
9000000004240206,9000000004288884,152,155,0,30000,9,3,20210920,,0,
9000000000007783,9000000000597097,133,160,0,100000,9,4,20210914,,0,
9000000004228878,9000000004257729,129,160,0,300000,9,6,20210921,,0,
9000000004229724,9000000004260679,131,159,0,30000,15,4,20210917,,0,
9000000004235278,9000000004295462,134,131,0,40000,18,4,20210926,,0,
9000000000015148,9000000001094126,134,146,0,40000,18,4,20210915,,0,
9000000000007589,9000000000747036,133,159,0,30000,12,4,20210924,,0,
9000000000044046,9000000004194283,160,131,0,90000,12,7,20210912,,0,
9000000000044046,9000000004194251,160,135,0,100000,12,7,20210924,,0,
9000000004241891,9000000004409903,157,160,0,300000,12,2,20210919,,0,
9000000004240062,9000000004246145,152,156,0,90000,15,2,20210909,,0,
9000000004234739,9000000004289476,134,157,0,300000,9,4,20210924,,0,
9000000000004454,9000000000188496,131,156,0,30000,18,4,20210909,,0,
