출금계좌일련번호,입금계좌일련번호,출금금융회사일련번호,입금금융회사일련번호,자금구분,거래금액,거래시간대,매체구분,거래일자,이상거래유형,이상거래여부,이상거래설명
9000000004229034,9000000004261379,131,146,0,300000,15,4,20220531,,0,
9000000000043366,9000000004039111,160,159,0,300000,12,2,20220605,,0,
9000000000023874,9000000002316144,151,131,0,30000,12,4,20220505,,0,
9000000004233709,9000000000476623,134,155,0,300000,6,2,20220529,,0,
9000000004233998,9000000004288341,134,155,0,40000,9,4,20220406,,0,
9000000000038694,9000000000705220,159,156,0,40000,18,2,20220423,,0,
9000000004242931,9000000004415857,159,160,0,30000,15,2,20220410,,0,
9000000000039004,9000000003585612,159,157,0,40000,9,2,20220527,,0,
9000000000044356,9000000004215413,160,157,0,300000,9,2,20220520,,0,
9000000004242749,9000000004417732,159,151,0,90000,12,2,20220527,,0,
9000000004243626,9000000004451402,160,146,0,100000,12,7,20220422,,0,
9000000004228891,9000000004250902,130,131,0,3000,9,4,20220520,,0,
9000000004229351,9000000004260104,131,130,0,300000,15,4,20220404,,0,
9000000004243063,9000000004415638,159,157,0,300000,12,2,20220520,,0,
9000000004243581,9000000004441819,160,159,0,300000,12,2,20220514,,0,
9000000004231186,9000000004294925,133,159,0,40000,9,4,20220415,,0,
9000000004229403,9000000004259541,131,159,0,30000,15,4,20220403,,0,
9000000004241256,9000000004405430,156,131,0,30000,15,2,20220505,,0,
9000000000041185,9000000001077357,159,156,0,300000,12,2,20220416,,0,
9000000000038590,9000000003446912,159,134,0,30000,12,2,20220607,,0,
9000000004231258,9000000004289511,133,131,0,30000,12,4,20220513,,0,
9000000000041039,9000000003814090,159,156,0,40000,9,2,20220522,,0,
9000000000029605,9000000001366114,152,159,0,30000,12,2,20220413,,0,
9000000000015728,9000000001173624,134,131,0,40000,12,4,20220531,,0,
9000000004233383,9000000004294685,134,159,0,30000,9,4,20220618,,0,
9000000000010494,9000000003818615,133,131,0,30000,15,4,20220510,,0,
9000000000044046,9000000004194530,160,131,0,90000,12,7,20220501,,0,
9000000004229788,9000000004259867,131,155,0,30000,12,4,20220429,,0,
9000000000033357,9000000002778967,156,133,0,30000,15,2,20220403,,0,
9000000000029745,9000000002441771,153,134,0,300000,12,2,20220603,,0,
9000000000038010,9000000003237982,157,131,0,40000,9,2,20220629,,0,
9000000000036327,9000000003153016,157,116,0,300000,15,2,20220401,,0,
9000000000007705,9000000000921068,133,159,0,40000,9,4,20220413,,0,
9000000000028541,9000000002305986,151,155,0,30000,12,4,20220630,,0,
9000000000001432,9000000000704968,130,151,0,300000,9,4,20220419,,0,
9000000000015235,9000000000878481,134,156,0,300000,9,4,20220504,,0,
9000000004239485,9000000004378067,151,157,0,100000,12,4,20220614,,0,
9000000000044046,9000000004191616,160,155,0,90000,12,7,20220523,,0,
9000000004229453,9000000004260506,131,160,0,30000,12,4,20220506,,0,
9000000000039401,9000000001185795,159,155,0,300000,12,2,20220422,,0,
9000000004240674,9000000004395136,155,146,0,300000,9,2,20220506,,0,
9000000004243509,9000000004431530,160,156,0,30000,12,2,20220614,,0,
9000000000038572,9000000003551131,159,152,0,300000,9,2,20220630,,0,
9000000004240724,9000000004387672,155,159,0,30000,12,2,20220619,,0,
9000000004243648,9000000004426192,160,159,0,300000,18,2,20220616,,0,
